        name	team	position	games_played	minutes	goals	assists	shots	fouls_committed	year
Souza, Joao Antonio	Westchester Flames		9	521	0	0	5	12	2005
Vergara, Julian	Westchester Flames		10	512	0	0	1	6	2005
Barragan, Andrew	El Paso Patriots	F	14	301	0	0	1	9	2005
Cardiel, Mario	El Paso Patriots	GK	7	667	0	0			2005
Cervantes, Enrique Ivan	El Paso Patriots	M	4	176	0	0		3	2005
Francis, Ricky	El Paso Patriots		3	128	0	0		1	2005
Garcia, Jimmy	El Paso Patriots			59	0	0			2005
Garcia-Ortiz, Mario	El Paso Patriots	D	6	202	0	0		2	2005
Hernandez-Fraire, Nestor	El Paso Patriots	D	2	155	0	0			2005
Martinez, Carlos	El Paso Patriots		4	286	0	0		5	2005
Mata, Cesar	El Paso Patriots		2	220	0	0			2005
Meza, Ivan	El Paso Patriots	GK	2	42	0	0			2005
Morin, Rodrigo	El Paso Patriots	M	14	1295	0	1	10	30	2005
Palacios, Esteban	El Paso Patriots	D	14	1225	0	0	1	13	2005
Pinedo-Irgoyen, Santiago	El Paso Patriots		3	270	0	0		14	2005
Ponce, Guillermo	El Paso Patriots	GK	4	293	0	0			2005
Ruiz-Muro, Jesus	El Paso Patriots	D	9	438	0	0	1	10	2005
Samano-Contreras, Hugo	El Paso Patriots	D	12	1126	0	0	1	11	2005
Sapien, Mariano	El Paso Patriots		4	35	0	0	1	1	2005
Tate, Paul	El Paso Patriots		3	259	0	0			2005
Valle, Victor	El Paso Patriots	M	0	0	0	0	0	0	2005
Bergeron, Dwayne	Laredo Heat		4	353	0	0	2	7	2005
Bueso-Reyes, Wilson Rene	Laredo Heat	M	12	794	0	0	6	18	2005
Chaffee, Micah	Laredo Heat		4	159	0	1	1		2005
Chavarria, Horacio de Jesu	Laredo Heat	D	0	0	0	0	0	0	2005
Downs, Jacob	Laredo Heat		15	1332	0	1	8	10	2005
Harrison, Ryan	Laredo Heat	M	16	1464	0	3	7	13	2005
Lawler, Joseph	Laredo Heat	F	3	41	0	0			2005
Perry, Ryan	Laredo Heat	D	4	76	0	0			2005
Pinedo, Ilmer	Laredo Heat	D	13	714	0	0		6	2005
Quinones, Raul	Laredo Heat		1	72	0	0		1	2005
Robles, Miguel	Laredo Heat		0	0	0	0	0	0	2005
Rovelo, Jose	Laredo Heat	M	4	111	0	0	2	2	2005
Santana, Javier	Laredo Heat	D	3	101	0	0			2005
Shaughnessy, Ryan	Laredo Heat	GK	16	1480	0	0			2005
Su, Steve	Laredo Heat	M	9	431	0	1	2	2	2005
Tate, Paul	Laredo Heat		0	0	0	0	0	0	2005
Vega, Mark	Laredo Heat		15	1387	0	0	2	7	2005
Alcala, Joshua	Austin Lightning		7	611	0	0		6	2005
Arnold, Anthony	Austin Lightning	GK	2	139	0	0			2005
Barnett, Christopher (Chi)	Austin Lightning	D/M	3	225	0	0		1	2005
Bastien, David	Austin Lightning		2	115	0	0			2005
Bishop, Eric	Austin Lightning		2	23	0	0			2005
Dudzinksi, Kyle	Austin Lightning		8	574	0	0		8	2005
Gallardo-Aparicio, Miguel	Austin Lightning	GK	14	1281	0	0		1	2005
Godbolt, Aaron	Austin Lightning		3	225	0	0		2	2005
Gray, Jonathan	Austin Lightning		4	119	0	0		2	2005
Herrera, Hilario	Austin Lightning	M	10	306	0	0	3	6	2005
Huff, Mike	Austin Lightning		5	311	0	0		4	2005
Kerr, Michael	Austin Lightning	D	4	315	0	0		2	2005
LaFaille, Pierre	Austin Lightning	D	0	0	0	0	0	0	2005
Miimbela, Derek	Austin Lightning	M	3	36	0	0		2	2005
Mujakovic, Asmir	Austin Lightning	M	3	146	0	0	3		2005
Oyesina, Oyedeji	Austin Lightning	D	0	0	0	0	0	0	2005
Parra, Raymond	Austin Lightning	M	12	1120	0	0		9	2005
Pereira, Pedro	Austin Lightning		1	74	0	0		3	2005
Pope, Zack	Austin Lightning		5	444	0	1	5	2	2005
Sealey, Jason	Austin Lightning	D	3	270	0	0	1	3	2005
Steubing, Matt	Austin Lightning		4	131	0	1		2	2005
Uriarte, Jon	Austin Lightning	F	15	1299	0	2	9	19	2005
Vidal, Miguel	Austin Lightning	D	12	983	0	0	2	14	2005
Vidalon-Pastor, Juan	Austin Lightning	M	1	36	0	0			2005
Banks, Thomas	DFW Tornados	M	3	42	0	0			2005
Bergeron, Dwayne	DFW Tornados		0	0	0	0	0	0	2005
Cates, Vassar	DFW Tornados		14	787	0	0	15	7	2005
Chilcott, Chris	DFW Tornados		1	32	0	0			2005
Chun, David	DFW Tornados		1	65	0	0		2	2005
Driver, Brett	DFW Tornados		15	925	0	1	8	8	2005
Guerrero, Dago Verto	DFW Tornados		4	197	0	0	2	4	2005
Hashimoto, Duke	DFW Tornados		1	53	0	0		2	2005
Hill, Joshua	DFW Tornados		9	326	0	0	1	10	2005
Hollenstein, Dallas	DFW Tornados		2	24	0	0		2	2005
Kanu, Thomas	DFW Tornados		0	0	0	0	0	0	2005
King, Clay	DFW Tornados		12	1009	0	1	10	12	2005
Marquart, John	DFW Tornados		6	480	0	0		2	2005
Paparounis, Anastasios	DFW Tornados		5	413	0	0			2005
Reveruzzi, Alejandro	DFW Tornados		7	421	0	0	5	15	2005
Stockton, David	DFW Tornados		12	1087	0	0			2005
Tenende, Mpoki	DFW Tornados		2	52	0	0		1	2005
Terry, Kevin	DFW Tornados		12	729	0	0	1	9	2005
Vedral, Dillon	DFW Tornados		5	325	0	1		2	2005
Williams, Chase	DFW Tornados		0	0	0	0	0	0	2005
Woolard, Daniel	DFW Tornados		2	144	0	0		1	2005
Alexander, Steven (Carey)	Nashville Metros	D	8	667	0	1		4	2005
Anderson, Chris	Nashville Metros	D	3	63	0	0			2005
Compean, Obed	Nashville Metros		0	0	0	0	0	0	2005
German, Joey	Nashville Metros	M	14	1226	0	1	3	7	2005
Gilbert, Edward (Yaco)	Nashville Metros	D	7	288	0	0	2	5	2005
Hill, Josh	Nashville Metros	GK	6	444	0	0		1	2005
Macdonald, Adam	Nashville Metros		1	113	0	0		3	2005
Martinez, Johan	Nashville Metros	M	4	178	0	1	4	3	2005
Montalvan, Erick	Nashville Metros	D	10	842	0	0	3	12	2005
Monzu, Mariano	Nashville Metros		3	270	0	0	1	4	2005
Padilla, Juan (Neto)	Nashville Metros	F	0	0	0	0	0	0	2005
Payne, Daniel	Nashville Metros	M	14	1137	0	3	10	12	2005
Roelke, Kyle	Nashville Metros	GK	12	1080	0	0		1	2005
Roepke, Wade	Nashville Metros	D	7	438	0	0		5	2005
Shepherd, Brian	Nashville Metros		1	90	0	0	2	1	2005
Vooys, Xander	Nashville Metros	F	4	73	0	0	2		2005
Brim, Dustyn	New Orleans Shell Shockers		2	104	0	0			2005
Creger, Christopher P	New Orleans Shell Shockers		0	0	0	0	0	0	2005
Denuna, Edward	New Orleans Shell Shockers		9	847	0	0	3	9	2005
Figley, Jeremy	New Orleans Shell Shockers		13	1032	0	0	5	17	2005
Gold, Adam	New Orleans Shell Shockers		14	841	0	0	4	7	2005
Hunt, John	New Orleans Shell Shockers		0	0	0	0	0	0	2005
Kelso, Matthew	New Orleans Shell Shockers		4	179	0	0			2005
Knight, Simon	New Orleans Shell Shockers		12	762	0	0	11	14	2005
Lambert, Nick	New Orleans Shell Shockers	D	2	115	0	0	1		2005
McAnespie, Stephen	New Orleans Shell Shockers	D	14	1283	0	0	10	9	2005
Mince, Fred	New Orleans Shell Shockers	GK	13	1284	0	0			2005
Peters, Ferman (Anthony)	New Orleans Shell Shockers		8	448	0	2	7	11	2005
Planells, Jaime	New Orleans Shell Shockers	M	4	288	0	0	3	3	2005
Tilghman, John	New Orleans Shell Shockers		7	162	0	0			2005
Torchy, Michael	New Orleans Shell Shockers		3	126	0	0	1	1	2005
Zelin, Robert	New Orleans Shell Shockers		4	78	0	0			2005
Bauer, Darren	Memphis Express	D	15	1337	0	1	1	10	2005
Berra, Nick	Memphis Express	D	5	151	0	0	1	1	2005
Brown, Kevin	Memphis Express		4	199	0	0	1		2005
Buerger, Ben	Memphis Express	M	13	1160	0	1	6	15	2005
Burana, Greg	Memphis Express		10	607	0	2	3	3	2005
Connolly, Gary	Memphis Express		5	450	0	0	1	8	2005
Hamilton-Goulding, Shaun	Memphis Express	F	0	0	0	0	0	0	2005
Lawrence, Dewayne	Memphis Express	M	9	358	0	0	1	4	2005
Long, Matt	Memphis Express	D	12	875	0	1		17	2005
Neal, Brandon	Memphis Express	M	5	119	0	0		2	2005
Neff, C.J	Memphis Express	D	8	252	0	0			2005
Sattler, Daryl	Memphis Express		5	482	0	0			2005
Saylor, Brenton	Memphis Express	GK	1	90	0	0			2005
Trobaugh, Adam	Memphis Express	D	2	75	0	0	1		2005
Vecchio-Dezillo, Sebastian	Memphis Express	GK	11	928	0	0			2005
Whitsitt, Troy	Memphis Express	F	11	501	0	0	3	13	2005
Williams, John	Memphis Express	M	13	683	0	2		5	2005
Altidore, Janak	Cocoa Expos		6	375	0	0	1	10	2005
Amorim, Marcus	Cocoa Expos		3	94	0	0		2	2005
Arbuzow, Eric	Cocoa Expos		7	130	0	0		4	2005
Atti, Ricardo	Cocoa Expos		3	132	0	0	2	4	2005
Chan, Robin	Cocoa Expos		6	432	0	0		1	2005
Couvillion, Joshua	Cocoa Expos		8	572	0	0		8	2005
DeVito, Greg	Cocoa Expos		14	1225	0	1	2	9	2005
D'Oyley, Anthony	Cocoa Expos	F		1	0	0		1	2005
Edwards, Charles	Cocoa Expos		0	0	0	0	0	0	2005
Fernandez, Christopher	Cocoa Expos		2	42	0	0		2	2005
Gorski, Ryszard	Cocoa Expos		15	1314	0	0		2	2005
Holstein, Robert	Cocoa Expos	M	13	502	0	0		3	2005
Holtz, Jordan	Cocoa Expos		1	90	0	0			2005
Hupp, Charles (Mason)	Cocoa Expos	F	2	111	0	0		1	2005
Karusas, Darrin	Cocoa Expos		3	254	0	0			2005
Lewis, Dylan	Cocoa Expos		1	90	0	0			2005
Loewen, Eduard	Cocoa Expos		1	6	0	0			2005
McGrory, Declain	Cocoa Expos		1	2	0	0			2005
McKinley, Ivan	Cocoa Expos		7	485	0	0	2	9	2005
Monchery, Pierre	Cocoa Expos		2	36	0	0			2005
Myers, Matthew	Cocoa Expos		14	994	0	0	4	14	2005
Pepia, Asa	Cocoa Expos		2	110	0	2			2005
Pizarro, Nelson	Cocoa Expos		14	936	0	0	4	21	2005
Pondwa, Itayi	Cocoa Expos		13	1126	0	0	2	15	2005
Queen, Warren	Cocoa Expos		4	218	0	0	2	8	2005
Shibly, Gabriel-Marin	Cocoa Expos		10	709	0	0		5	2005
Barber, Sasha	Central Florida Kraze		11	773	0	1	7	5	2005
Barber, Zachary	Central Florida Kraze		4	273	0	0	3	5	2005
Chin, Dennis	Central Florida Kraze		2	33	0	0			2005
Collins, Peter (Dan)	Central Florida Kraze		15	1250	0	1	7	19	2005
Edwards, Charles	Central Florida Kraze	GK	0	0	0	0	0	0	2005
Garrambone, Derek	Central Florida Kraze	M	13	321	0	1	5	11	2005
Johnson, Jeff	Central Florida Kraze		7	487	0	1	12	10	2005
Litchford, Chris	Central Florida Kraze		3	195	0	0			2005
Luker, Jack	Central Florida Kraze			21	0	0	2		2005
McIntosh, Ryan	Central Florida Kraze	GK	14	1215	0	0		1	2005
Raad, Sergei	Central Florida Kraze		6	498	0	2	5	8	2005
Santiago, Anthony	Central Florida Kraze		14	853	0	0	4	6	2005
Sobczak, Tim	Central Florida Kraze		14	1203	0	0	1	13	2005
Steed, Sean	Central Florida Kraze		0	0	0	0	0	0	2005
Thelen, Scott	Central Florida Kraze		3	232	0	0	2	3	2005
Vergati, Eric	Central Florida Kraze		8	170	0	0	1	2	2005
Alden-Dunn, Miles	Bradenton Academics		11	773	0	0	3	13	2005
Alexander, Michael	Bradenton Academics		12	1026	0	2	3	4	2005
Anderson, Theodore	Bradenton Academics		8	272	0	0	3	1	2005
Bello, John	Bradenton Academics		10	664	0	2	10	14	2005
Benito, Keeron	Bradenton Academics	M	12	925	0	1	12	19	2005
Brenner, Robert	Bradenton Academics		10	847	0	0		2	2005
Duret, Philip	Bradenton Academics	F	8	542	0	1	3	3	2005
Galik, Jan	Bradenton Academics		12	942	0	0	10	12	2005
Gil, Brian	Bradenton Academics		9	446	0	5	6	8	2005
Gold, Casey	Bradenton Academics	M	6	142	0	0		3	2005
Gonzalez, Miguel	Bradenton Academics	M	7	413	0	0	13	5	2005
Haynes, Micheal	Bradenton Academics		0	0	0	0	0	0	2005
Krysiak, Andrew	Bradenton Academics	F	4	169	0	1	1	1	2005
Massey, Mickey	Bradenton Academics	D	3	290	0	0		3	2005
Merchant, Joshua	Bradenton Academics	D	6	259	0	0	5	4	2005
Newton, Evan	Bradenton Academics	GK	3	290	0	0			2005
Noble, Nicholas	Bradenton Academics		3	276	0	0			2005
Plavotic, Samir	Bradenton Academics	M	2	124	0	0		4	2005
Seung, Tak Nam	Bradenton Academics	M	4	243	0	0	1	3	2005
Tenn-McClellan, Asher	Bradenton Academics		6	137	0	0		5	2005
Wagner, Brett	Bradenton Academics		3	154	0	0	1	3	2005
Whitington, William	Bradenton Academics		6	156	0	0	3	8	2005
Baum, Matt	Palm Beach Pumas		2	174	0	0	1	3	2005
Bejarano, Erick	Palm Beach Pumas	M	10	369	0	0	6	4	2005
Borchard, Matthew	Palm Beach Pumas		9	723	0	0			2005
Chafin, Christopher	Palm Beach Pumas		4	278	0	0			2005
Dupere, Adam	Palm Beach Pumas		11	590	0	0	1	2	2005
Dzegede, Sam	Palm Beach Pumas	D	4	287	0	1	4	4	2005
Handy, Allen	Palm Beach Pumas		9	830	0	0	8	13	2005
Handy, Anthony	Palm Beach Pumas		9	670	0	0		2	2005
Jordan, Nick	Palm Beach Pumas	D	1	23	0	0			2005
Kinsley, Ryan	Palm Beach Pumas	D	4	275	0	0		2	2005
Lemming, Miguel	Palm Beach Pumas		3	112	0	0	2	3	2005
Okoyi, Robert	Palm Beach Pumas		0	0	0	0	0	0	2005
Parker, Adam	Palm Beach Pumas		16	1412	0	0		4	2005
Peoples, Zachary	Palm Beach Pumas		5	361	0	0	1	4	2005
Rasek, Nicolas	Palm Beach Pumas		3	225	0	1	1	2	2005
Rashwan, Adham	Palm Beach Pumas	F	2	110	0	0	1	2	2005
Rashwan, Islam	Palm Beach Pumas	M	1	26	0	0			2005
Rios-Velez, Jonathan	Palm Beach Pumas		0	0	0	0	0	0	2005
Schuderler, Lucas	Palm Beach Pumas		11	980	0	1	19	17	2005
Sheppard, George	Palm Beach Pumas		1	30	0	0	1		2005
St.Clair, Cedric	Palm Beach Pumas	D	5	239	0	0	2	3	2005
Weiss, Nate	Palm Beach Pumas		1	29	0	0		1	2005
Yamaho, Yoji	Palm Beach Pumas		0	0	0	0	0	0	2005
Yoder, Walter	Palm Beach Pumas	M	4	139	0	0		1	2005
Aguilar, Luis	Ajax Orlando Prospects		3	217	0	0		2	2005
Carpintero, Set	Ajax Orlando Prospects		12	939	0	1	3	10	2005
Cermak, Matt	Ajax Orlando Prospects		4	266	0	0		5	2005
Cohen, Zach	Ajax Orlando Prospects		7	519	0	0		5	2005
Da Silva, Mateus	Ajax Orlando Prospects			90	0	0	2	2	2005
Dalton, Chad	Ajax Orlando Prospects		2	65	0	0			2005
Delmarlmo, Mark	Ajax Orlando Prospects		1	45	0	0	1		2005
Dillon, Liam	Ajax Orlando Prospects		5	297	0	0	3	7	2005
Dominguez, Johnathan	Ajax Orlando Prospects		7	585	0	0			2005
Gaa, Clayton	Ajax Orlando Prospects		2	56	0	0		1	2005
Gorrick, Devala	Ajax Orlando Prospects		8	654	0	0	3	1	2005
Hagerly, Ryan	Ajax Orlando Prospects		1	90	0	0		1	2005
Hidalgo, Rodrigo	Ajax Orlando Prospects		2	180	0	0	1		2005
Jaramillo, Andres	Ajax Orlando Prospects	M	8	547	0	0		3	2005
Kennedy, Andrew	Ajax Orlando Prospects		1	60	0	0			2005
Kincaid, Sefton	Ajax Orlando Prospects		1	45	0	0		3	2005
Loyd, Eric	Ajax Orlando Prospects		8	674	0	0	1	4	2005
Martins-DeSousa, Hugo	Ajax Orlando Prospects		5	227	0	0	1		2005
McCarty, Mark (Dustin)	Ajax Orlando Prospects		2	180	0	0	5	3	2005
Meert, Christopher (CJ)	Ajax Orlando Prospects		4	315	0	0			2005
Milien, Pascal	Ajax Orlando Prospects		11	945	0	2	19	10	2005
Nguyen, Lee	Ajax Orlando Prospects		0	0	0	0	0	0	2005
Osei, Leslie	Ajax Orlando Prospects		2	141	0	0	1		2005
Smith, Stokes	Ajax Orlando Prospects		1	90	0	0	1	2	2005
Sturgis, Nathan	Ajax Orlando Prospects		0	0	0	0	0	0	2005
Branch, Eric	Cascade Surge	M	1	27	0	0	1	1	2005
Burke, Seth	Cascade Surge	F	8	500	0	0	1	6	2005
Cathey, Morgan	Cascade Surge	GK	6	580	0	0			2005
Eernisse, Caleb	Cascade Surge	D	4	176	0	0		3	2005
Holbrook, Dustin	Cascade Surge		0	0	0	0	0	0	2005
Manson, Kent	Cascade Surge	M	6	148	0	0		1	2005
Ready, Troy	Cascade Surge	M	11	510	0	4	12	4	2005
Reese, Steve	Cascade Surge	GK	0	0	0	0	0	0	2005
Rotunno, Anthony	Cascade Surge	D	13	1008	0	2	1	5	2005
Ryan, Thomas	Cascade Surge	D	4	111	0	0		1	2005
Schmitt, Andrew	Cascade Surge	D	3	74	0	0	2		2005
Sedor, Nicholas	Cascade Surge		2	13	0	0			2005
Tolleson, Jeremy	Cascade Surge	D	15	1344	0	1	2	16	2005
Tredway, Aaron	Cascade Surge	GK	10	940	0	0			2005
Barton, Kieran	Spokane Shadow		3	260	0	0	1	6	2005
Bremer, Blane	Spokane Shadow	D	0	0	0	0	0	0	2005
Bryant, Kyle	Spokane Shadow	D	12	663	0	0	2	4	2005
Cooper, William	Spokane Shadow	GK	2	180	0	0			2005
Funkhouser, Benjamin	Spokane Shadow	D	15	870	0	1	6	4	2005
Hatcher, Joseph	Spokane Shadow	D	3	18	0	0			2005
Hendrickson, Evan	Spokane Shadow	D	15	1290	0	2	7	5	2005
Matern, James	Spokane Shadow	F	3	22	0	0			2005
Matern, Ryan	Spokane Shadow	M	12	180	0	0	1	1	2005
Megson, Alex	Spokane Shadow	M	10	435	0	0	7	6	2005
Smith, Dade	Spokane Shadow	GK	13	1137	0	0		4	2005
Srock, Jeffrey	Spokane Shadow	GK	2	123	0	0			2005
Washington, Austin	Spokane Shadow	D	12	1080	0	0	3	4	2005
Washington, Avery	Spokane Shadow	M	8	310	0	0	1	3	2005
Wirtz, Kyle	Spokane Shadow	D	15	1011	0	0		7	2005
Babenko, Michael	Yakima Reds	D	8	484	0	1		3	2005
Calderon-Castro, Victor	Yakima Reds	D	2	72	0	0		3	2005
Cascio, Jason	Yakima Reds		3	290	0	0	2	7	2005
Cox, Mark	Yakima Reds	D	9	857	0	1	3	14	2005
Esterhuizen, Hans	Yakima Reds	D	12	953	0	0		12	2005
Farias, Guadalupe	Yakima Reds	M	9	434	0	1	3	6	2005
Ferris, Danny	Yakima Reds		4	221	0	0	6	2	2005
Hennessey, Matthew	Yakima Reds	M	5	143	0	0	1	2	2005
Hodges, Chris	Yakima Reds	D	10	863	0	0	1	14	2005
Lopez, Jorge	Yakima Reds	M	9	791	0	0	4	19	2005
Malmstrom, Nicholas	Yakima Reds		4	205	0	0		3	2005
McCurdy, Robert	Yakima Reds	GK	8	740	0	0			2005
Murray, Kevin	Yakima Reds		1	90	0	0		4	2005
Nonnemacher, Aaron	Yakima Reds	F	7	250	0	1	2	4	2005
O'Brien, Andrew	Yakima Reds	D	4	167	0	0		1	2005
Pele, Jason	Yakima Reds	D	2	154	0	1	1	1	2005
Pulse, Daniel	Yakima Reds	D	5	186	0	0		3	2005
Rhoads, Jacob	Yakima Reds	GK	8	780	0	0			2005
Rogalsky, Derek	Yakima Reds	D	10	667	0	0	1	3	2005
Sagare, Jake	Yakima Reds		1	110	0	1	1	1	2005
Shen, Tao	Yakima Reds	M	1	7	0	0			2005
Suhm, Brad	Yakima Reds	M	16	1447	0	0	8	19	2005
Troutt, Jordan	Yakima Reds	F	11	345	0	0	2	3	2005
Brown, Blake	Abbotsford Rangers		0	0	0	0	0	0	2005
Cecil, Chris	Abbotsford Rangers	GK	4	360	0	0			2005
Crocker, Simon	Abbotsford Rangers	D	9	786	0	0	6	5	2005
Garcia, Estevan	Abbotsford Rangers		1	110	0	0			2005
Giebelhaus, James	Abbotsford Rangers	D	16	1460	0	0	5	19	2005
Haagen, Jesse	Abbotsford Rangers	GK	8	720	0	0			2005
Horvath, Brady	Abbotsford Rangers	GK		90	0	0			2005
Jenks, Colin	Abbotsford Rangers	GK	1	90	0	0			2005
Kotter, Phil	Abbotsford Rangers	M	4	281	0	0	3	6	2005
Lang, Adam	Abbotsford Rangers	D	0	0	0	0	0	0	2005
McCulloch, Andrew	Abbotsford Rangers	D	15	1068	0	0	2	24	2005
Miller, Colin	Abbotsford Rangers	M	4	164	0	0		1	2005
Peetoom, Brad	Abbotsford Rangers	D	8	740	0	1	2	10	2005
Phillips, Collin	Abbotsford Rangers		9	774	0	2	6	22	2005
Phillips, Kyle	Abbotsford Rangers	M	8	546	0	1	5	12	2005
Powell, Chris	Abbotsford Rangers	M	1	45	0	0			2005
Tsen, Edward	Abbotsford Rangers	M	10	754	0	1	9	3	2005
Vanderhoer, David	Abbotsford Rangers	F	6	360	0	0	3	1	2005
Werstuik, Jeff	Abbotsford Rangers	D	11	634	0	0	3	5	2005
Canel, Taylor	Orange County Blue Star	M	12	681	0	1	1	7	2005
Ettinger, Craig	Orange County Blue Star	M	3	121	0	1	1	2	2005
Folk, Gregory	Orange County Blue Star	M	3	196	0	1			2005
Irvin, Brian	Orange County Blue Star	M	5	325	0	0	1		2005
Johnson, William	Orange County Blue Star		7	358	0	0		3	2005
Kljestan, Gordon	Orange County Blue Star		5	314	0	0		3	2005
Meissner, Kevin	Orange County Blue Star	M	4	274	0	0	1	2	2005
Owens, Dwight (Brandon)	Orange County Blue Star	D	8	667	0	0	1	4	2005
Pena, Nathan	Orange County Blue Star	GK	14	1157	0	0			2005
Rogers, Robbie	Orange County Blue Star	F	3	153	0	0	3	2	2005
Valdez, Ryan	Orange County Blue Star		10	783	0	1	1	7	2005
Wilson, Kevin	Orange County Blue Star		0	0	0	0	0	0	2005
Archer, Zach	Southern California Seahorses	M/F	13	201	0	0	2	6	2005
Arias, Jordan	Southern California Seahorses	M	8	330	0	1	4	3	2005
Babel, Mark	Southern California Seahorses	M/D	13	566	0	1	2	10	2005
Barajas, Miguel	Southern California Seahorses	F/M	0	0	0	0	0	0	2005
Cox, Evan	Southern California Seahorses	D	6	69	0	0			2005
Elkins, Todd (Mwele Zuba)	Southern California Seahorses	M	0	0	0	0	0	0	2005
Hayashi, Kent	Southern California Seahorses	D	9	396	0	1	1	3	2005
Ianni, Patrick	Southern California Seahorses	D	4	382	0	0	2	7	2005
Kettering, Tyler	Southern California Seahorses	GK	2	135	0	0		1	2005
Kilpatrick, Colin	Southern California Seahorses	D	12	844	0	1	3	7	2005
Klotz, Christopher (Klotzy)	Southern California Seahorses	M	6	267	0	0	3	3	2005
McClung, Kiel	Southern California Seahorses	D	15	1157	0	0	12	9	2005
Reed, Eric	Southern California Seahorses	GK	13	1145	0	0			2005
Sarega, Andrew	Southern California Seahorses	M	0	0	0	0	0	0	2005
Thibault, Dan	Southern California Seahorses	GK	2	180	0	0			2005
Young, Daniel	Southern California Seahorses	M	14	1188	0	0	2	12	2005
Aguilar, Valentin	Fresno Fuego	M	3	30	0	0		3	2005
Alvarado, Adrian	Fresno Fuego	M	1	55	0	1	1	1	2005
Ayala-Carrillo, Rene	Fresno Fuego	F	5	444	0	0	9	12	2005
Baviche, Juan Carlos	Fresno Fuego	M	2	229	0	0		4	2005
Chabala, Michael	Fresno Fuego		3	245	0	0	2	1	2005
Delgado, Eli	Fresno Fuego	M	6	345	0	0	2	4	2005
Garcia, Nick	Fresno Fuego	M	5	200	0	0	1	3	2005
Hammond, Nick	Fresno Fuego	GK	12	836	0	0			2005
Lomeli, Nick	Fresno Fuego		5	317	0	0	3	2	2005
Lopez, Derek	Fresno Fuego		4	364	0	0	2	5	2005
Lopez, Marco	Fresno Fuego	D	3	86	0	0		1	2005
McKinney, Timothy	Fresno Fuego		2	83	0	0		1	2005
Mora-Ramirez, Heber	Fresno Fuego		6	221	0	1	1	1	2005
Perez, Felix	Fresno Fuego	D	2	190	0	0			2005
Pinto-Barbosa, Salvador	Fresno Fuego	M	6	227	0	0	3	4	2005
Proud, Jeremy	Fresno Fuego	GK	10	764	0	0			2005
Rivera, Raul	Fresno Fuego		6	321	0	1	4	4	2005
Santillan-Garcia, Hector	Fresno Fuego	M	12	698	0	0	1	7	2005
Christenson, Clay	BYU Cougars		0	0	0	0	0	0	2005
Cushman, Jordan	BYU Cougars	M	3	35	0	0			2005
DeGraff, Ryan	BYU Cougars	GK	0	0	0	0	0	0	2005
Gabbart, Aaron	BYU Cougars	D	13	1210	0	0	13	17	2005
Gilliam, Morgan	BYU Cougars	D/M	12	263	0	0	1	2	2005
Jensen, Jeff	BYU Cougars	M	2	63	0	1	1		2005
Lacey, Michael	BYU Cougars	GK	14	1273	0	0			2005
Lamb, Cameron	BYU Cougars		0	0	0	0	0	0	2005
Mackissack-Mendoza, Lehi	BYU Cougars	F	4	55	0	0	1	4	2005
Marshall, Brady	BYU Cougars			2	0	0			2005
McMullin, Mason	BYU Cougars		1	8	0	0			2005
Norton, Justin	BYU Cougars	M	8	520	0	0		1	2005
Walunas, Benjamin	BYU Cougars	GK	2	207	0	0			2005
Abdulshife, Omar	Bakersfield Brigade	M	10	650	0	0	4	12	2005
Barba, Javier	Bakersfield Brigade		5	152	0	0	2	4	2005
Beach, Adam (Beach)	Bakersfield Brigade	D	4	380	0	0	1	6	2005
Esparza, Miguel	Bakersfield Brigade		2	23	0	0			2005
Foster, Mark	Bakersfield Brigade	D/M	1	90	0	0		2	2005
Gore, John (Jay)	Bakersfield Brigade	D	5	228	0	0	6	4	2005
Hall, James (Jimmy)	Bakersfield Brigade	D	6	387	0	0	1	3	2005
Hanks, Derek	Bakersfield Brigade		11	568	0	0		14	2005
Hearron, Brandon (Boog)	Bakersfield Brigade	GK	12	1095	0	0			2005
Jauregui-Villegas, Arturo	Bakersfield Brigade	D	8	479	0	0		6	2005
Licciardi, Vincent	Bakersfield Brigade	GK	5	425	0	0			2005
Saiki, Kevin	Bakersfield Brigade	M	14	929	0	1	10	10	2005
Sharf, Leonid	Bakersfield Brigade		7	550	0	1	1	20	2005
Steele, Barry	Bakersfield Brigade	M	7	194	0	0	2	1	2005
Aigbogun, Paul	Nevada Wonders	D/M	11	461	0	0		5	2005
Almquist, Andrew	Nevada Wonders		14	1280	0	0		14	2005
Benton, Daniel	Nevada Wonders		4	259	0	0			2005
Brown, Samuel	Nevada Wonders		7	475	0	0	6	5	2005
Colwell, Mathias	Nevada Wonders		7	134	0	1	1	1	2005
Dickens, Aaron	Nevada Wonders	M	1	90	0	0		1	2005
King, Ray	Nevada Wonders		4	274	0	0		2	2005
Kotani, Mitsunoci	Nevada Wonders		3	270	0	0			2005
Loera-Villalvazo, Juan	Nevada Wonders	M/F	3	247	0	0	3		2005
Maden, Wayne	Nevada Wonders		6	532	0	0	4	16	2005
Martin, David	Nevada Wonders		11	864	0	0	8	25	2005
Miller, Ryan	Nevada Wonders		2	117	0	0	1	2	2005
Perez-Flores, Daniel	Nevada Wonders		8	655	0	0	10	9	2005
Perucci, Darren	Nevada Wonders		2	170	0	0	1	2	2005
Schwarze, Christopher	Nevada Wonders		3	270	0	0	2	5	2005
Sharp, Travis	Nevada Wonders		13	1130	0	0	1	2	2005
