NPSL	1967	Pittsburgh		11	Atlanta	h	3,2			1461
NPSL	1967	Pittsburgh		27	Baltimore	h	3,2			892
NPSL	1967	St. Louis	4	16	Chicago	a	1,2			4720
NPSL	1967	St. Louis		19	Baltimore	a	3,1			4409
NPSL	1967	St. Louis		23	Oakland	h	2,1			20985
NPSL	1967	St. Louis		26	Los Angeles	h	1,1			3007
NPSL	1967	St. Louis		28	Pittsburgh	a	4,1			5298
NPSL	1967	St. Louis		7	Chicago	h	2,1			11529
NPSL	1967	St. Louis		9	Philadelphia	h	2,1			6491
NPSL	1967	St. Louis		21	Toronto	h	0,0			7721
NPSL	1967	St. Louis		23	Pittsburgh	h	3,1			7091
NPSL	1967	St. Louis		28	Baltimore	h	0,2			5908
NPSL	1967	St. Louis		31	Los Angeles	a	1,1			1629
NPSL	1967	St. Louis		4	Oakland	a	1,2			3753
NPSL	1967	St. Louis		11	Philadelphia	a	0,0			4837
NPSL	1967	St. Louis		14	New York	a	2,1			3809
NPSL	1967	St. Louis		18	Los Angeles	h	0,1			5604
NPSL	1967	St. Louis		20	Atlanta	h	1,2			6435
NPSL	1967	St. Louis		23	Toronto	a	1,3			5934
NPSL	1967	St. Louis		30	Pittsburgh	h	3,3			5717
NPSL	1967	St. Louis		5	Philadelphia	a	2,3			3462
NPSL	1967	St. Louis		9	Baltimore	h	2,2			5135
NPSL	1967	St. Louis		16	Pittsburgh	a	1,0			4943
NPSL	1967	St. Louis		18	Oakland	h	3,1			6107
NPSL	1967	St. Louis		22	Los Angeles	a	4,3			2652
NPSL	1967	St. Louis		26	Oakland	a	0,9			4965
NPSL	1967	St. Louis		28	New York	h	3,2			4521
NPSL	1967	St. Louis		6	Chicago	a	1,2			3354
NPSL	1967	St. Louis		9	Atlanta	a	3,2			5583
NPSL	1967	St. Louis		13	Baltimore	a	1,3			5604
NPSL	1967	St. Louis		15	Toronto	a	1,0			3273
NPSL	1967	St. Louis		19	Philadelphia	h	0,1			5839
NPSL	1967	St. Louis		22	Toronto	h	4,4			6188
NPSL	1967	St. Louis		25	Chicago	h	2,1			13531
NPSL	1967	Toronto	4	16	Philadelphia	a	0,2			14163
NPSL	1967	Toronto		18	Chicago	a	0,1			811
NPSL	1967	Toronto		22	Pittsburgh	a	3,4			6359
NPSL	1967	Toronto		30	Oakland	a	1,2			7727
NPSL	1967	Toronto		3	Los Angeles	a	3,1			2570
NPSL	1967	Toronto		10	Atlanta	a	2,3			3560
NPSL	1967	Toronto		14	Pittsburgh	h	1,2			7460
NPSL	1967	Toronto		21	St. Louis	a	0,0			7721
NPSL	1967	Toronto		23	Atlanta	h	1,4			2876
NPSL	1967	Toronto		28	Philadelphia	h	2,7			2664
NPSL	1967	Toronto		31	Baltimore	a	2,0			4204
NPSL	1967	Toronto		2	New York	h	2,1			1861
NPSL	1967	Toronto		6	Chicago	h	4,1			2264
NPSL	1967	Toronto		10	Baltimore	a	2,3			4736
NPSL	1967	Toronto		13	Oakland	h	0,3			4116
NPSL	1967	Toronto		17	New York	a	3,5			2047
NPSL	1967	Toronto		23	St. Louis	h	3,1			5934
NPSL	1967	Toronto		30	Baltimore	h	2,1			3016
NPSL	1967	Toronto		4	Atlanta	h	2,1			2723
NPSL	1967	Toronto		11	Baltimore	h	2,4			4723
NPSL	1967	Toronto		15	Philadelphia	a	0,0			4214
NPSL	1967	Toronto		19	Atlanta	a	1,4			6965
NPSL	1967	Toronto		21	Oakland	h	1,2			4982
NPSL	1967	Toronto		28	Los Angeles	h	6,1			4271
NPSL	1967	Toronto		1	Chicago	h	3,3			3982
NPSL	1967	Toronto		6	Oakland	a	0,2			9516
NPSL	1967	Toronto		9	Los Angeles	a	1,1			2700
NPSL	1967	Toronto		11	Philadelphia	h	1,3			3104
NPSL	1967	Toronto		15	St. Louis	h	0,1			3273
NPSL	1967	Toronto		18	Chicago	a	2,1			1518
NPSL	1967	Toronto		22	St. Louis	a	4,4			6188
NPSL	1967	Toronto		25	Los Angeles	h	5,2			3426
NASL	1968	Atlanta	3	30	Detroit	h	2,1			11086
NASL	1968	Atlanta		13	St. Louis	a	3,1			11021
