
	16	2006-07-04	H	DC United	0-1	L	8-5-3		Dario Sala, Bobby Rhine (Arturo Alvarez 75), Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari (Mark Wilson 84), Kenny Cooper, Roberto Mina (Dominic Oduro 66), Carlos Ruiz,
	17	2006-07-08	H	New York	2-1	W	9-5-3	Oduro 1 (Cooper 1, Sala 1) 2; Wagenfuhr 1 (Rhine 2) 33	Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien (Alex Yi 76), Richard Mulrooney, Simo Valakari, Kenny Cooper, Dominic Oduro (Abe Thompson 59), Carlos Ruiz (David Wagenfuhr 16),
	18	2006-07-15	A	Chicago	3-2	W	10-5-3	Nunez 3 (Cooper 2) 8; Rhine 1 (unassisted) 77; Cooper 7 (Alvarez 1, Gbandi 2) 80	Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi (Clarence Goodson 81), Ramon Nunez, Richard Mulrooney, Simo Valakari, David Wagenfuhr (Justin Moore 21), Dominic Oduro (Arturo Alvarez 68), Kenny Cooper.
	19	2006-07-22	A	Real Salt Lake	1-0	W	11-5-3	Thompson 1 (Cooper 3) 93+	Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ramon Nunez (Aaron Pitchkolan 95+), Richard Mulrooney, Simo Valakari, Arturo Alvarez (Marcos Saragosa 78), Dominic Oduro (Abe Thompson 67), Kenny Cooper.
	20	2006-07-29	H	Colorado	4-1	W	12-5-3	Rhine 2 (Thompson 1, Nunez 3) 8; Nunez 4 (unassisted) 71; Nunez 5 (unassisted) 74; Cooper 8 (unassisted) 93+	Dario Sala, Bobby Rhine, Clarence Goodson, Drew Moor (Alex Yi 28), Chris Gbandi, Ramon Nunez, Richard Mulrooney, Simo Valakari, Arturo Alvarez (Dominic Oduro 64), Kenny Cooper, Abe Thompson (Marcelo Saragosa 74),

	21	2006-08-12	A	Houston	0-1	L	12-6-3		Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi (Abe Thompson 84), Ronnie O'Brien, Richard Mulrooney, Simo Valakari (Carlos Ruiz 64), Marcelo Saragosa (Arturo Alvarez 83), Ramon Nunez, Kenny Cooper.
	22	2006-08-20	A	Los Angeles	0-2	L	12-7-3		Dario Sala, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi (Arturo Alvarez 86), Ramon Nunez, Richard Mulrooney, Simo Valakari (Ronnie O'Brien 71), David Wagenfuhr (Dominic Oduro 63), Carlos Ruiz, Kenny Cooper.

	23	2006-08-27	A	Kansas City	0-1	L	12-8-3		Dario Sala, Bobby Rhine, Clarence Goodson (Abe Thompson 85), Drew Moor, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari (Dominic Oduro 77), Carlos Ruiz, Ramon Nunez (Arturo Alvarez 81), Kenny Cooper.
	24	2006-08-30	A	Colorado	2-0	W	13-8-3	Nunez 6 (O'Brien 5, Mulrooney 5) 25; Mulrooney 1 (Cooper 4, O'Brien 6) 57	Dario Sala, Drew Moor, Clarence Goodson, Bobby Rhine, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari, Carlos Ruiz (Aaron Pitchkolan 81), Ramon Nunez (David Wagenfuhr 71), Kenny Cooper (Dominic Oduro 71).
	25	2006-09-02	H	Houston	1-0	W	14-8-3	Alvarez 2 (Thompson 2) 86	Dario Sala, Justin Moore, Greg Vanney, Alex Yi, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari (Abe Thompson 80), Ramon Nunez (Arturo Alvarez 64), Kenny Cooper, Carlos Ruiz (Aaron Pitchkolan 90),
	26	2006-09-09	A	Chivas USA	1-1	D	14-8-4	Cooper 9 (Nunez 4, O'Brien 7) 55	Dario Sala, Chris Gbandi, Clarence Goodson, Greg Vanney, Bobby Rhine, Ronnie O'Brien, Richard Mulrooney (Dominic Oduro 88), Simo Valakari, Ramon Nunez (Arturo Alvarez 80), Kenny Cooper (Marcelo Saragosa 69), Abe Thompson,
	27	2006-09-13	H	Chivas USA	0-1	L	14-9-4		Dario Sala, Bobby Rhine, Greg Vanney (Abe Thompson 86), Alex Yi, Chris Gbandi, Ronnie O'Brien, Marcelo Saragosa (Dominic Oduro 66), Simo Valakari (Richard Mulrooney 86), Ramon Nunez, Kenny Cooper, Carlos Ruiz,
	28	2006-09-16	A	Real Salt Lake	2-3	L	14-10-4	Ruiz 9 (O'Brien 8, Thompson 3) 4; Ruiz 10 (Thompson 4) 46+	Dario Sala, Bobby Rhine, Clarence Goodson (Dominic Oduro 90), Drew Moor, Chris Gbandi, Kenny Cooper, Ronnie O'Brien, Marcelo Saragosa (Ramon Nunez 84), David Wagenfuhr (Arturo Alvarez 78), Carlos Ruiz, Abe Thompson.
	29	2006-09-23	H	Real Salt Lake	2-1	W	15-10-4	Ruiz 11 (Vanney 2) 9; Cooper 10 (Thompson 5) 14	Shaka Hislop, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney, Simo Valakari, Kenny Cooper, Carlos Ruiz (Dominic Oduro 79), Abe Thompson (David Wagenfuhr 84),
	30	2006-09-30	A	Columbus	1-3	L	15-11-4	Ruiz 12 (Thompson 6, Mulrooney 6) 91+	Shaka Hislop, Bobby Rhine, Drew Moor, Greg Vanney, David Wagenfuhr (Dominic Oduro 76), Ramon Nunez (Arturo Alvarez 63), Richard Mulrooney, Simo Valakari (Dax McCarty 83), Kenny Cooper, Carlos Ruiz, Abe Thompson.
	31	2006-10-07	H	Los Angeles	2-1	W	16-11-4	Ruiz 13 (Mulrooney 7) 30; Cooper 11 (O'Brien 9, Mulrooney 8) 47	Shaka Hislop, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien (Marcelo Saragosa 82), Richard Mulrooney, Simo Valakari, Carlos Ruiz, Abe Thompson (David Wagenfuhr 76), Kenny Cooper (Clarence Goodson 87).
	32	2006-10-14	A	Los Angeles	2-5	L	16-12-4	Thompson 2 (O'Brien 10, Mulrooney 9) 14; Alvarez 3 (O'Brien 11) 80	Shaka Hislop, Bobby Rhine, Drew Moor, Greg Vanney, Chris Gbandi, Ronnie O'Brien, Richard Mulrooney (Arturo Alvarez 72), Simo Valakari, Kenny Cooper, Carlos Ruiz (Ramon Nunez 73), Abe Thompson (Dominic Oduro 83).

